,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count
0,2020-12-14 22:37:53+00:00,1338614215276367880,"@CedDHampton bro, I was just thinking about food accessibility in the metro. the selection is so limited. even if there are a good amount of options, many are unhealthy and render our communities as food swamps. how do you get access to quality food w/o breaking the bank?",calvertlamon,"Jackson, MS",1,0,3,0
1,2018-05-13 14:04:53+00:00,995666190591823872,"I’m headed to the swamps and bayous of Louisiana for some fieldwork, wildlife photography and Cajun food for the week!",cavemander17,"Alabama, USA",1,0,13,0
